building_id,mode,period_s,PhiRoof_X,PhiRoof_Y,Ln_X,Ln_Y,PF_X,PF_Y,Alpha_X,Alpha_Y
RES3-13,1x,0.398833,-1.000000,0.000000,-189520.813189,0.000000,-1.072198,0.000000,0.679321,0.000000
RES3-13,2x,0.112414,0.807184,0.000000,-30443.279848,0.000000,-0.177845,0.000000,0.018100,0.000000
RES3-13,1y,0.302826,0.000000,-1.000000,0.000000,-176638.022112,0.000000,-1.212525,0.000000,0.716008
RES3-13,2y,0.109377,0.000000,0.669253,0.000000,-52468.785024,0.000000,-0.347802,0.000000,0.061006
RES3-14,1x,0.436153,1.000000,0.000000,279677.355466,0.000000,1.064667,0.000000,0.681599,0.000000
RES3-14,2x,0.115142,0.831949,0.000000,-39935.446529,0.000000,-0.156602,0.000000,0.014316,0.000000
RES3-14,1y,0.301784,0.000000,1.000000,0.000000,258866.429484,0.000000,1.213356,0.000000,0.718988
RES3-14,2y,0.109434,0.000000,-0.675299,0.000000,77132.420583,0.000000,0.347839,0.000000,0.061415
RES3-15,1x,0.306585,-1.000000,0.000000,-179325.875701,0.000000,-1.127829,0.000000,0.676128,0.000000
RES3-15,2x,0.107624,0.694605,0.000000,-48187.995448,0.000000,-0.311797,0.000000,0.050229,0.000000
RES3-15,1y,0.302824,0.000000,-1.000000,0.000000,-176638.938432,0.000000,-1.212523,0.000000,0.716010
RES3-15,2y,0.109376,0.000000,0.669261,0.000000,-52467.886735,0.000000,-0.347793,0.000000,0.061004
RES3-16,1x,0.308271,1.000000,0.000000,261496.560461,0.000000,1.132970,0.000000,0.678176,0.000000
RES3-16,2x,0.109185,0.691755,0.000000,-72981.361847,0.000000,-0.323804,0.000000,0.054094,0.000000
RES3-16,1y,0.301782,0.000000,1.000000,0.000000,258867.408382,0.000000,1.213355,0.000000,0.718990
RES3-16,2y,0.109433,0.000000,-0.675304,0.000000,77131.442849,0.000000,0.347833,0.000000,0.061413
RES3-17,1x,0.447587,1.000000,0.000000,313328.529544,0.000000,1.212160,0.000000,0.755998,0.000000
RES3-17,2x,0.143304,0.954991,0.000000,-91117.318185,0.000000,-0.337595,0.000000,0.061229,0.000000
RES3-17,1y,0.428397,0.000000,-1.000000,0.000000,-294513.822260,0.000000,-1.263962,0.000000,0.740970
RES3-17,2y,0.141557,0.000000,0.988419,0.000000,-113411.260425,0.000000,-0.379602,0.000000,0.085693
RES3-18,1x,0.467911,-1.000000,0.000000,-462065.622611,0.000000,-1.210069,0.000000,0.762570,0.000000
RES3-18,2x,0.148495,-0.950616,0.000000,127364.451340,0.000000,0.329748,0.000000,0.057279,0.000000
RES3-18,1y,0.425713,0.000000,1.000000,0.000000,432169.186959,0.000000,1.260576,0.000000,0.743000
RES3-18,2y,0.141487,0.000000,-0.984816,0.000000,162684.661144,0.000000,0.376980,0.000000,0.083643
RES3-19,1x,0.414704,-1.000000,0.000000,-299720.135163,0.000000,-1.244786,0.000000,0.742628,0.000000
RES3-19,2x,0.137203,-0.978113,0.000000,107220.302271,0.000000,0.368743,0.000000,0.078698,0.000000
RES3-19,1y,0.428394,0.000000,-1.000000,0.000000,-294514.945657,0.000000,-1.263960,0.000000,0.740971
RES3-19,2y,0.141556,0.000000,-0.988424,0.000000,113410.399765,0.000000,0.379598,0.000000,0.085692
RES3-20,1x,0.423262,-1.000000,0.000000,-436336.258841,0.000000,-1.248254,0.000000,0.742831,0.000000
RES3-20,2x,0.140434,0.978031,0.000000,-157557.391575,0.000000,-0.371120,0.000000,0.079748,0.000000
RES3-20,1y,0.425711,0.000000,-1.000000,0.000000,-432170.331071,0.000000,-1.260575,0.000000,0.743001
RES3-20,2y,0.141487,0.000000,0.984819,0.000000,-162683.807718,0.000000,-0.376977,0.000000,0.083642
RES3-21,1x,0.445391,1.000000,0.000000,362752.503438,0.000000,1.257206,0.000000,0.755035,0.000000
RES3-21,2x,0.141872,-0.954165,0.000000,120155.352353,0.000000,0.405148,0.000000,0.080595,0.000000
RES3-21,1y,0.452539,0.000000,1.000000,0.000000,348664.690580,0.000000,1.280438,0.000000,0.739123
RES3-21,2y,0.144766,0.000000,-0.937044,0.000000,127111.715429,0.000000,0.442943,0.000000,0.093215
RES3-22,1x,0.461905,-1.000000,0.000000,-532466.793926,0.000000,-1.256386,0.000000,0.759001,0.000000
RES3-22,2x,0.146961,-0.958281,0.000000,173710.923847,0.000000,0.398856,0.000000,0.078609,0.000000
RES3-22,1y,0.448363,0.000000,-1.000000,0.000000,-512888.636433,0.000000,-1.275727,0.000000,0.742348
RES3-22,2y,0.144402,0.000000,0.936991,0.000000,-183180.728148,0.000000,-0.436822,0.000000,0.090784
RES3-23,1x,0.430591,-1.000000,0.000000,-354531.602081,0.000000,-1.269716,0.000000,0.745267,0.000000
RES3-23,2x,0.138513,0.939718,0.000000,-124071.758566,0.000000,-0.429101,0.000000,0.088142,0.000000
RES3-23,1y,0.452538,0.000000,1.000000,0.000000,348665.352555,0.000000,1.280437,0.000000,0.739124
RES3-23,2y,0.144766,0.000000,-0.937045,0.000000,127111.270526,0.000000,0.442941,0.000000,0.093214
RES3-24,1x,0.441888,-1.000000,0.000000,-516816.642599,0.000000,-1.270614,0.000000,0.745035,0.000000
RES3-24,2x,0.142463,0.938838,0.000000,-181229.753107,0.000000,-0.430101,0.000000,0.088435,0.000000
RES3-24,1y,0.448362,0.000000,-1.000000,0.000000,-512889.268829,0.000000,-1.275726,0.000000,0.742349
RES3-24,2y,0.144402,0.000000,-0.936992,0.000000,183180.294530,0.000000,0.436821,0.000000,0.090784
